date,region,description,latitude,longitude,temp_avg_c,temp_max_c,temp_min_c,precipitation_mm,solar_radiation_kwh_m2,wind_speed_ms,wind_direction_deg
2025-03-16,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,18.05,28.37,8.88,0.1,6.8304,3.87,314.7
2025-03-17,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,19.16,30.04,7.75,0.0,6.1673,4.96,166.7
2025-03-18,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,21.67,32.29,12.14,0.15,6.491,6.42,170.8
2025-03-19,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,19.7,28.02,11.01,0.1,7.0795,6.6,340.8
2025-03-20,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,14.63,23.94,5.64,0.0,7.2744,3.69,45.0
2025-03-21,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,16.82,27.95,5.97,0.0,6.8664,4.49,184.3
2025-03-22,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,21.76,31.5,13.16,0.0,6.3953,5.13,160.3
2025-03-23,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,23.78,30.76,17.79,2.01,4.1201,3.0,188.4
2025-03-24,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,23.36,33.23,14.8,0.35,6.6946,3.25,51.3
2025-03-25,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.73,33.77,16.09,0.51,6.3384,3.64,159.9
2025-03-26,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,21.31,26.01,18.01,13.63,1.9272,3.93,127.0
2025-03-27,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,19.76,23.74,16.95,11.01,1.2773,3.21,118.3
2025-03-28,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,19.73,24.18,17.09,2.26,4.1626,3.16,105.1
2025-03-29,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.54,33.82,17.59,0.06,5.8193,4.58,175.4
2025-03-30,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.4,31.82,19.3,0.15,3.5378,1.94,109.0
2025-03-31,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.34,34.14,18.74,0.91,6.259,2.06,89.4
2025-04-01,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.19,32.53,16.18,0.06,4.1323,5.84,160.0
2025-04-02,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.5,33.55,21.66,0.02,4.1206,3.55,144.4
2025-04-03,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.93,35.38,21.53,0.01,5.7542,3.52,128.0
2025-04-04,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.09,34.3,21.89,1.6,4.6901,4.15,149.7
2025-04-05,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,18.82,25.62,9.64,2.45,4.6882,7.57,349.2
2025-04-06,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,11.7,19.1,5.68,0.0,6.9151,6.88,340.5
2025-04-07,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,14.24,24.39,4.25,0.0,7.8091,3.48,359.1
2025-04-08,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,17.16,27.51,7.91,0.0,7.6709,2.21,167.6
2025-04-09,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,20.32,31.41,9.9,0.0,7.5127,4.75,187.8
2025-04-10,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,22.92,34.68,12.72,0.0,7.4498,2.92,172.0
2025-04-11,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.35,34.41,15.3,0.0,7.4119,2.75,97.5
2025-04-12,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.15,34.12,14.81,0.0,7.4743,4.79,168.1
2025-04-13,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.3,35.07,14.95,0.0,7.5005,5.84,171.7
2025-04-14,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.08,35.79,16.99,0.0,7.2833,4.23,163.8
2025-04-15,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.25,31.4,19.15,0.0,5.1041,4.29,82.4
2025-04-16,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,23.72,31.56,16.02,0.0,4.4782,5.28,161.3
2025-04-17,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,23.73,30.58,18.31,0.0,5.383,6.7,164.3
2025-04-18,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.01,32.68,19.86,0.01,5.2942,7.13,165.5
2025-04-19,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,23.81,28.09,21.06,8.97,2.4857,6.75,148.0
2025-04-20,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,22.95,31.22,15.78,5.42,6.7502,3.71,334.7
2025-04-21,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,22.82,33.06,13.88,0.0,7.9745,3.66,71.5
2025-04-22,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,23.9,29.72,18.87,15.58,4.1921,3.84,134.1
2025-04-23,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.49,30.16,19.9,9.2,4.0166,4.49,137.0
2025-04-24,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.68,30.2,20.85,0.18,3.9101,4.79,135.7
2025-04-25,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.12,31.21,20.28,0.18,3.8558,3.91,128.8
2025-04-26,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.29,31.59,20.5,0.02,3.3643,4.94,141.5
2025-04-27,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.74,32.61,20.3,0.0,5.0347,5.42,149.8
2025-04-28,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.27,31.8,21.68,0.01,3.6293,5.72,154.3
2025-04-29,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.53,31.81,21.66,0.01,5.4312,6.23,147.5
2025-04-30,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.88,34.36,21.87,0.4,5.105,5.43,168.8
2025-05-01,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.13,33.06,20.27,0.86,5.0124,4.25,143.6
2025-05-02,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.29,30.73,16.53,8.23,3.3103,4.61,118.9
2025-05-03,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,21.43,29.29,15.79,0.0,7.627,5.3,45.2
2025-05-04,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,22.03,30.24,15.09,0.0,7.2038,4.38,100.0
2025-05-05,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,22.64,29.82,17.2,4.44,2.0695,6.23,110.9
2025-05-06,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.23,34.46,18.81,3.53,5.4866,4.99,112.0
2025-05-07,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.25,32.49,16.5,0.03,7.794,4.44,68.3
2025-05-08,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,22.96,29.36,18.89,2.46,5.1907,4.49,45.9
2025-05-09,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,23.42,30.73,17.12,0.31,6.9823,5.52,1.7
2025-05-10,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,22.29,28.65,16.57,1.46,6.1063,4.66,10.1
2025-05-11,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,22.69,31.68,15.49,0.0,8.0525,4.24,0.8
2025-05-12,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,24.6,35.19,14.61,0.02,8.3513,2.68,197.0
2025-05-13,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.77,40.44,17.83,0.0,7.1827,4.67,194.6
2025-05-14,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.37,40.81,22.05,0.0,7.2446,4.56,171.2
2025-05-15,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.1,38.45,22.81,0.0,6.553,2.97,150.8
2025-05-16,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.04,39.68,24.25,0.02,6.3689,4.83,163.3
2025-05-17,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.48,38.27,23.98,0.02,5.8536,4.84,152.7
2025-05-18,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.49,36.27,24.42,0.01,4.8619,6.78,155.9
2025-05-19,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.05,37.93,24.61,0.02,2.9508,5.35,166.8
2025-05-20,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.12,39.83,23.93,0.12,7.0627,3.86,27.1
2025-05-21,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.4,37.51,21.57,0.0,6.9696,4.88,90.7
2025-05-22,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.85,37.59,23.23,11.53,6.8554,3.91,132.0
2025-05-23,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.91,36.83,21.87,1.83,7.5658,3.87,147.7
2025-05-24,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.67,37.75,23.16,0.0,7.3519,5.0,152.2
2025-05-25,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.01,37.25,23.39,0.1,5.9827,5.9,149.1
2025-05-26,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.86,32.95,23.85,29.39,4.1806,5.37,128.0
2025-05-27,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.04,31.58,22.14,13.46,6.9202,2.86,99.1
2025-05-28,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.72,31.44,21.7,7.88,7.0462,2.61,86.8
2025-05-29,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.48,32.13,21.0,10.03,4.6752,2.97,113.6
2025-05-30,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.06,27.36,22.99,15.5,4.3949,2.2,23.9
2025-05-31,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.38,31.45,21.55,0.57,5.2973,1.36,98.2
2025-06-01,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.05,34.42,21.35,0.09,7.709,2.91,171.5
2025-06-02,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.41,35.22,21.73,0.01,6.8873,4.3,150.6
2025-06-03,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.14,33.35,24.24,3.81,5.2286,4.95,153.3
2025-06-04,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.94,34.46,24.42,1.94,5.3782,3.71,134.4
2025-06-05,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.14,35.22,24.02,0.23,7.1369,4.38,140.7
2025-06-06,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.54,36.69,24.09,0.0,7.7921,4.92,156.6
2025-06-07,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.0,37.58,23.65,0.0,7.1789,5.01,157.8
2025-06-08,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.45,37.88,24.41,0.05,6.948,4.51,151.5
2025-06-09,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.18,37.51,24.3,0.1,7.5146,3.95,135.1
2025-06-10,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.88,34.8,23.74,14.16,6.2191,3.68,134.0
2025-06-11,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.65,33.15,23.27,15.68,5.4545,3.81,154.0
2025-06-12,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.63,30.91,23.55,31.04,3.9542,3.26,167.0
2025-06-13,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.05,31.95,22.51,0.46,6.9228,3.8,147.3
2025-06-14,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.89,33.19,23.4,0.96,6.5465,3.96,149.7
2025-06-15,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.02,34.07,23.32,10.27,5.7931,3.54,145.3
2025-06-16,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.45,33.66,22.41,0.93,7.6414,3.44,164.8
2025-06-17,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.27,35.19,22.25,0.01,8.0064,5.76,167.4
2025-06-18,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.39,34.74,22.56,0.0,7.9766,6.27,150.9
2025-06-19,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.79,34.36,24.01,0.08,7.2538,4.42,146.2
2025-06-20,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.78,35.12,23.96,0.06,7.2559,4.83,155.3
2025-06-21,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.44,34.95,23.25,1.03,5.7701,6.35,158.6
2025-06-22,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.97,35.64,23.96,1.05,7.279,6.08,152.3
2025-06-23,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.4,36.44,23.43,0.04,7.5898,5.13,152.0
2025-06-24,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.53,35.31,23.29,0.74,7.0934,3.94,132.3
2025-06-25,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.07,32.08,22.62,1.53,6.9053,3.64,133.4
2025-06-26,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.21,35.15,22.84,1.05,7.2866,3.89,131.9
2025-06-27,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.78,35.2,23.35,0.18,7.6414,3.97,148.8
2025-06-28,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.35,36.16,23.35,0.0,7.3754,4.09,157.6
2025-06-29,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.95,35.62,23.47,0.34,6.6586,3.91,141.6
2025-06-30,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.85,34.68,22.89,4.65,4.829,3.79,156.1
2025-07-01,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.54,32.03,22.23,2.36,5.3292,3.25,108.0
2025-07-02,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.87,31.43,23.21,4.89,3.5654,3.41,139.6
2025-07-03,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.73,30.66,23.8,5.11,4.6488,4.59,144.4
2025-07-04,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.45,29.77,24.15,16.08,1.4772,4.07,153.6
2025-07-05,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.61,30.35,23.83,22.33,1.092,4.66,158.8
2025-07-06,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.73,32.43,22.54,11.06,4.3666,2.9,157.8
2025-07-07,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.43,32.79,23.73,2.54,6.0036,3.5,152.4
2025-07-08,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.43,33.05,22.48,4.2,6.8544,3.05,159.2
2025-07-09,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.28,32.05,23.23,4.63,6.5542,3.43,169.0
2025-07-10,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.59,34.65,21.87,0.43,7.8101,4.94,168.1
2025-07-11,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.71,33.32,23.04,0.86,6.5969,5.44,152.4
2025-07-12,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.16,33.39,23.63,0.49,6.5618,5.18,150.5
2025-07-13,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.67,30.25,23.68,7.82,3.7346,3.52,146.3
2025-07-14,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,26.84,30.55,23.3,4.19,5.0731,2.99,149.6
2025-07-15,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.17,34.19,23.8,1.68,6.3074,4.67,144.0
2025-07-16,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.53,35.37,23.93,0.49,7.59,5.02,154.3
2025-07-17,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.33,36.08,21.86,0.0,7.6322,3.98,148.5
2025-07-18,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.69,36.16,21.94,0.0,6.4541,3.52,153.1
2025-07-19,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.05,35.76,23.61,0.0,5.9006,5.02,160.1
2025-07-20,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.41,31.22,23.95,0.0,3.5134,5.19,150.4
2025-07-21,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.75,36.9,23.93,0.02,4.8869,5.22,155.1
2025-07-22,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.58,37.04,24.17,0.05,6.768,5.25,155.6
2025-07-23,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.06,38.0,23.53,0.01,7.8295,4.78,158.7
2025-07-24,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.32,38.83,23.47,0.0,8.0158,3.25,158.0
2025-07-25,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.08,38.16,23.66,0.0,5.8606,3.02,129.9
2025-07-26,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.82,34.72,23.81,0.4,5.1144,4.11,151.2
2025-07-27,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,28.27,34.18,24.45,2.27,4.9202,4.17,145.8
2025-07-28,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.05,35.44,23.23,0.23,7.0901,3.43,152.6
2025-07-29,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.87,38.72,22.72,0.0,7.9327,2.92,165.5
2025-07-30,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.12,39.58,20.84,0.0,7.8067,2.46,162.2
2025-07-31,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.44,39.86,22.8,0.0,7.6562,2.63,164.8
2025-08-01,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.83,39.36,24.9,0.08,7.1119,2.61,150.2
2025-08-02,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.77,38.77,24.58,6.67,6.6132,1.96,82.3
2025-08-03,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.88,38.75,23.96,0.43,7.2173,1.7,161.6
2025-08-04,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.12,38.94,23.99,0.13,5.064,2.85,134.1
2025-08-05,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.96,39.24,23.03,0.01,7.3778,2.72,103.4
2025-08-06,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.41,38.42,24.32,0.0,6.8621,3.44,149.7
2025-08-07,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.83,39.11,24.99,0.02,7.1662,3.36,167.1
2025-08-08,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.96,39.79,24.43,0.05,7.3332,3.45,156.2
2025-08-09,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,32.21,40.16,24.41,0.0,7.4088,4.04,143.3
2025-08-10,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.97,39.31,24.8,0.14,7.1431,3.53,142.4
2025-08-11,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,32.27,39.38,24.87,0.14,7.1066,2.83,140.7
2025-08-12,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,32.83,40.15,25.45,0.35,6.4229,2.34,124.0
2025-08-13,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,32.64,40.09,26.31,0.8,6.0415,2.79,135.4
2025-08-14,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,32.8,40.31,26.04,0.38,7.1074,4.62,152.0
2025-08-15,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.05,37.98,25.81,1.93,6.1656,5.14,133.6
2025-08-16,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.04,35.35,24.63,3.04,4.9694,4.85,157.5
2025-08-17,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.87,39.74,24.52,0.21,6.8299,3.79,162.6
2025-08-18,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.9,39.12,24.53,0.0,7.2355,2.13,152.9
2025-08-19,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.58,39.07,25.91,2.62,5.0695,1.3,124.5
2025-08-20,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.66,39.46,24.39,0.28,6.569,2.9,51.5
2025-08-21,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.24,36.45,25.18,3.0,4.3255,2.27,23.0
2025-08-22,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.17,38.21,22.73,0.75,6.2467,3.16,62.1
2025-08-23,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.33,37.93,24.03,0.13,6.2777,3.62,52.4
2025-08-24,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.53,39.25,23.9,0.0,6.3439,2.9,92.1
2025-08-25,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.12,38.56,24.71,0.0,6.8023,2.93,128.0
2025-08-26,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.63,38.47,23.45,0.47,5.4802,2.48,125.4
2025-08-27,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.38,36.54,25.7,0.76,5.5502,3.41,152.7
2025-08-28,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.82,39.62,24.9,0.05,6.9626,3.89,177.6
2025-08-29,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,32.54,40.66,25.82,0.15,6.7051,3.6,153.0
2025-08-30,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,32.49,40.07,25.62,0.59,6.6319,2.89,138.2
2025-08-31,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,31.27,38.64,26.12,7.7,5.5428,2.89,93.0
2025-09-01,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,27.82,31.93,24.46,1.63,4.2622,2.19,21.0
2025-09-02,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.56,37.82,22.17,0.0,6.7512,3.32,39.3
2025-09-03,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.27,38.57,23.24,0.04,6.469,2.82,345.2
2025-09-04,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.92,39.78,23.01,0.0,7.0152,2.33,159.3
2025-09-05,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,30.92,38.75,23.35,0.0,6.7286,3.31,152.8
2025-09-06,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,29.22,35.12,24.42,2.97,3.173,2.79,75.3
2025-09-07,San_Antonio_TX,GEN_SOUTH; GEN_CENTERWEST,29.424349,-98.491142,25.33,29.93,22.11,20.53,2.0784,4.01,61.0
